city,pincode,district,state,country
Killamkota,531029,Alluri Sitharama Raju,ANDHRA PRADESH,india
Kokkirapalle,531029,Alluri Sitharama Raju,ANDHRA PRADESH,india
Beeram,531029,Alluri Sitharama Raju,ANDHRA PRADESH,india
Gulleli,531029,Alluri Sitharama Raju,ANDHRA PRADESH,india
Guttulaputtu,531077,Alluri Sitharama Raju,ANDHRA PRADESH,india
Pathakota,531077,Alluri Sitharama Raju,ANDHRA PRADESH,india
Tadigiri,531077,Alluri Sitharama Raju,ANDHRA PRADESH,india
Ganneruputtu,531077,Alluri Sitharama Raju,ANDHRA PRADESH,india
Chittempadu,531084,VISAKHAPATANAM,ANDHRA PRADESH,india
K Mallampeta,531084,VISAKHAPATANAM,ANDHRA PRADESH,india
Kantaram,531084,VISAKHAPATANAM,ANDHRA PRADESH,india
Konkasingi,531084,VISAKHAPATANAM,ANDHRA PRADESH,india
Pedamakavaram,531084,VISAKHAPATANAM,ANDHRA PRADESH,india
Nallagonda,531084,VISAKHAPATANAM,ANDHRA PRADESH,india
Appalrajupuram,531028,Anakapalli,ANDHRA PRADESH,india
Jaithavaram,531028,Anakapalli,ANDHRA PRADESH,india
Gotivada Agraharam,531028,Anakapalli,ANDHRA PRADESH,india
Panduru,531085,VISAKHAPATANAM,ANDHRA PRADESH,india
Sunkapur,531085,VISAKHAPATANAM,ANDHRA PRADESH,india
Jaggampeta,531114,Anakapalli,ANDHRA PRADESH,india
Kalayanapulova,531114,Anakapalli,ANDHRA PRADESH,india
Kanchugummala,531114,Anakapalli,ANDHRA PRADESH,india
Gangavaram,531087,VISAKHAPATANAM,ANDHRA PRADESH,india
M Makavaram,531087,VISAKHAPATANAM,ANDHRA PRADESH,india
Gurandarapalem,531118,VISAKHAPATANAM,ANDHRA PRADESH,india
Kitumula,531118,VISAKHAPATANAM,ANDHRA PRADESH,india
Rajupakalu,531118,VISAKHAPATANAM,ANDHRA PRADESH,india
D Gottivada,531027,Anakapalli,ANDHRA PRADESH,india
Gadirai,531027,Anakapalli,ANDHRA PRADESH,india
M Koduru,531027,Anakapalli,ANDHRA PRADESH,india
Sagaram,531027,Anakapalli,ANDHRA PRADESH,india
Tatiparthi,531027,Anakapalli,ANDHRA PRADESH,india
Kondala Agraharam,531113,Anakapalli,ANDHRA PRADESH,india
Pydipala,531113,Anakapalli,ANDHRA PRADESH,india
Tutipala,531113,Anakapalli,ANDHRA PRADESH,india
T R Project,531115,VISAKHAPATANAM,ANDHRA PRADESH,india
Y B Agraharam,531115,VISAKHAPATANAM,ANDHRA PRADESH,india
Dokuluru,531024,Alluri Sitharama Raju,ANDHRA PRADESH,india
Salugu,531024,Alluri Sitharama Raju,ANDHRA PRADESH,india
Thumpada,531024,Alluri Sitharama Raju,ANDHRA PRADESH,india
Modapalli,531024,Alluri Sitharama Raju,ANDHRA PRADESH,india
Jarrela,531040,VISAKHAPATANAM,ANDHRA PRADESH,india
Panasaput,531040,VISAKHAPATANAM,ANDHRA PRADESH,india
Jamiguda,531040,VISAKHAPATANAM,ANDHRA PRADESH,india
Laxmipuram,531040,VISAKHAPATANAM,ANDHRA PRADESH,india
Bondapalli,531040,VISAKHAPATANAM,ANDHRA PRADESH,india
Vanagumma,531040,VISAKHAPATANAM,ANDHRA PRADESH,india
Gudivada,531083,Anakapalli,ANDHRA PRADESH,india
Gunnempudi,531025,Anakapalli,ANDHRA PRADESH,india
Marupaka,531025,Anakapalli,ANDHRA PRADESH,india
Thotakurapalem,531025,Anakapalli,ANDHRA PRADESH,india
Devarapalli,531133,Alluri Sitharama Raju,ANDHRA PRADESH,india
Duppulavada,531105,Alluri Sitharama Raju,ANDHRA PRADESH,india
China Appannapalem,531026,Anakapalli,ANDHRA PRADESH,india
Turakalapudi,531026,Anakapalli,ANDHRA PRADESH,india
Polipalli,531026,Anakapalli,ANDHRA PRADESH,india
Panduru,533005,Kakinada,ANDHRA PRADESH,india
Thammavaram,533005,Kakinada,ANDHRA PRADESH,india
Thimmaparam,533005,Kakinada,ANDHRA PRADESH,india
Kumarapriyam,533344,Kakinada,ANDHRA PRADESH,india
Aryavatam,533468,Kakinada,ANDHRA PRADESH,india
Kesavapuram,533463,Kakinada,ANDHRA PRADESH,india
Kovvuru,533016,Kakinada,ANDHRA PRADESH,india
Nadakuduru,533016,Kakinada,ANDHRA PRADESH,india
G.Moolapalem,533464,Konaseema,ANDHRA PRADESH,india
Kolanka,533464,Kakinada,ANDHRA PRADESH,india
Injaram,533464,Kakinada,ANDHRA PRADESH,india
Doramamidi,533428,Alluri Sitharama Raju,ANDHRA PRADESH,india
Pandraprolu,533428,Alluri Sitharama Raju,ANDHRA PRADESH,india
Thungamadugula,533428,Alluri Sitharama Raju,ANDHRA PRADESH,india
Cheedipalem,533428,Alluri Sitharama Raju,ANDHRA PRADESH,india
Mohanapuram,533428,Alluri Sitharama Raju,ANDHRA PRADESH,india
Somannapalem,533428,Alluri Sitharama Raju,ANDHRA PRADESH,india
Thimmapuram,533428,Alluri Sitharama Raju,ANDHRA PRADESH,india
Tetagunta,533406,Kakinada,ANDHRA PRADESH,india
Koduru,533406,Kakinada,ANDHRA PRADESH,india
N Narendrapatnam,533406,Kakinada,ANDHRA PRADESH,india
A V Nagaram,533449,Kakinada,ANDHRA PRADESH,india
Durgada,533449,Kakinada,ANDHRA PRADESH,india
Uttarakanchi,533430,Kakinada,ANDHRA PRADESH,india
P.Donthamuru,533445,Kakinada,ANDHRA PRADESH,india
Gurrampalem,533435,Kakinada,ANDHRA PRADESH,india
Talluru,533435,Kakinada,ANDHRA PRADESH,india
Mallisala,533435,Kakinada,ANDHRA PRADESH,india
Rajupalem,533431,Kakinada,ANDHRA PRADESH,india
Surapurajupeta,533407,Kakinada,ANDHRA PRADESH,india
Bhimavarapukota,533407,Kakinada,ANDHRA PRADESH,india
Chadalada,533433,Kakinada,ANDHRA PRADESH,india
Anuru,533437,Kakinada,ANDHRA PRADESH,india
Marlova,533437,Kakinada,ANDHRA PRADESH,india
Nayakampalli,533437,Kakinada,ANDHRA PRADESH,india
Chitrada,533450,Kakinada,ANDHRA PRADESH,india
Isukapalli,533450,Kakinada,ANDHRA PRADESH,india
Kondevaram,533450,Kakinada,ANDHRA PRADESH,india
Badadanampalli,533436,Alluri Sitharama Raju,ANDHRA PRADESH,india
Chikilintha,533436,Alluri Sitharama Raju,ANDHRA PRADESH,india
Vathangi,533436,Alluri Sitharama Raju,ANDHRA PRADESH,india
Aminabad,533436,Alluri Sitharama Raju,ANDHRA PRADESH,india
Cherukumpalem,533436,Alluri Sitharama Raju,ANDHRA PRADESH,india
Kindra,533436,Alluri Sitharama Raju,ANDHRA PRADESH,india
Labbarthi,533436,Alluri Sitharama Raju,ANDHRA PRADESH,india
Subhadrampeta,533291,EAST GODAVARI,ANDHRA PRADESH,india
Chintaluru,533446,Kakinada,ANDHRA PRADESH,india
Meraka Chamavaram,533446,Kakinada,ANDHRA PRADESH,india
Rekhavanipalem,533401,Kakinada,ANDHRA PRADESH,india
Chamavaram,533401,Kakinada,ANDHRA PRADESH,india
Unduru,533434,Kakinada,ANDHRA PRADESH,india
Chamagadda,533483,Alluri Sitharama Raju,ANDHRA PRADESH,india
Dalipadu,533483,Alluri Sitharama Raju,ANDHRA PRADESH,india
Peravaram,533429,Kakinada,ANDHRA PRADESH,india
Puligogulapadu,533429,Alluri Sitharama Raju,ANDHRA PRADESH,india
Chilakalapalli,535557,Parvathipuram Manyam,ANDHRA PRADESH,india
Kinjangi,535557,SRIKAKULAM,ANDHRA PRADESH,india
Gangada,535557,Parvathipuram Manyam,ANDHRA PRADESH,india
Koppara,535557,SRIKAKULAM,ANDHRA PRADESH,india
Dalemrajuvalasa,535128,SRIKAKULAM,ANDHRA PRADESH,india
Mokhasa Duggivalasa,535128,VIZIANAGARAM,ANDHRA PRADESH,india
Yadika,535128,VIZIANAGARAM,ANDHRA PRADESH,india
Gajarayanavalasa,535578,VIZIANAGARAM,ANDHRA PRADESH,india
Naidu Valasa,535578,VIZIANAGARAM,ANDHRA PRADESH,india
Pappala Lingalavalasa,535578,VIZIANAGARAM,ANDHRA PRADESH,india
Shikarganj,535578,VIZIANAGARAM,ANDHRA PRADESH,india
Gottipalli,535102,VIZIANAGARAM,ANDHRA PRADESH,india
Bhupalarajapuram,535102,VIZIANAGARAM,ANDHRA PRADESH,india
Mokhasa Lingalavalasa,535102,VIZIANAGARAM,ANDHRA PRADESH,india
Kaviripalli,535547,Parvathipuram Manyam,ANDHRA PRADESH,india
Antivalasa,535593,Parvathipuram Manyam,ANDHRA PRADESH,india
Kurukutti,535593,Parvathipuram Manyam,ANDHRA PRADESH,india
Ganjaipadar,535593,Parvathipuram Manyam,ANDHRA PRADESH,india
Sivadavalasa,535568,VIZIANAGARAM,ANDHRA PRADESH,india
Kottakki,503145,VIZIANAGARAM,ANDHRA PRADESH,india
Paradi,503321,VIZIANAGARAM,ANDHRA PRADESH,india
Patharega,535579,VIZIANAGARAM,ANDHRA PRADESH,india
Duppalapudi,535579,VIZIANAGARAM,ANDHRA PRADESH,india
Kota Sirlam,535579,VIZIANAGARAM,ANDHRA PRADESH,india
Narlavalasa,535591,Parvathipuram Manyam,ANDHRA PRADESH,india
Nelliparthi,535591,Parvathipuram Manyam,ANDHRA PRADESH,india
Pedapadam,535591,Parvathipuram Manyam,ANDHRA PRADESH,india
Koyyannapeta,535546,Parvathipuram Manyam,ANDHRA PRADESH,india
Maripivalasa,535546,Parvathipuram Manyam,ANDHRA PRADESH,india
Nidagallu,535546,Parvathipuram Manyam,ANDHRA PRADESH,india
Arthamuru,535101,VIZIANAGARAM,ANDHRA PRADESH,india
Dummeda,535101,VIZIANAGARAM,ANDHRA PRADESH,india
Pedabantupalli,535101,VIZIANAGARAM,ANDHRA PRADESH,india
Penubarthi,535101,VIZIANAGARAM,ANDHRA PRADESH,india
Niddam,532148,SRIKAKULAM,ANDHRA PRADESH,india
Goluguvalasa,535126,VIZIANAGARAM,ANDHRA PRADESH,india
Nandigam,535124,VIZIANAGARAM,ANDHRA PRADESH,india
Kotturu,535463,Parvathipuram Manyam,ANDHRA PRADESH,india
Sanyasirajupeta,535463,Parvathipuram Manyam,ANDHRA PRADESH,india
Sivvam,535463,Parvathipuram Manyam,ANDHRA PRADESH,india
Vullibhadra,535463,Parvathipuram Manyam,ANDHRA PRADESH,india
Lumbesu,503225,VIZIANAGARAM,ANDHRA PRADESH,india
Amiti,535523,VIZIANAGARAM,ANDHRA PRADESH,india
Gumma,535523,VIZIANAGARAM,ANDHRA PRADESH,india
Kondavada,535523,VIZIANAGARAM,ANDHRA PRADESH,india
Lakkaguda,535523,VIZIANAGARAM,ANDHRA PRADESH,india
Dangabhadra,535594,Parvathipuram Manyam,ANDHRA PRADESH,india
Sikhabadi,535594,Parvathipuram Manyam,ANDHRA PRADESH,india
Antivalasa,535521,Parvathipuram Manyam,ANDHRA PRADESH,india
Goipaka,535521,Parvathipuram Manyam,ANDHRA PRADESH,india
Thodumu,535521,Parvathipuram Manyam,ANDHRA PRADESH,india
Kuntesu,535521,VIZIANAGARAM,ANDHRA PRADESH,india
Duddukhallu,535524,Parvathipuram Manyam,ANDHRA PRADESH,india
Kitchada,535524,Parvathipuram Manyam,ANDHRA PRADESH,india
Kannapudoravalasa,535526,Parvathipuram Manyam,ANDHRA PRADESH,india
Jamparakota,532462,Parvathipuram Manyam,ANDHRA PRADESH,india
Potli,532462,Parvathipuram Manyam,ANDHRA PRADESH,india
Komiri,532440,SRIKAKULAM,ANDHRA PRADESH,india
Voni,532440,Parvathipuram Manyam,ANDHRA PRADESH,india
Addapuseela,535502,Parvathipuram Manyam,ANDHRA PRADESH,india
Bandaluppi,535527,Parvathipuram Manyam,ANDHRA PRADESH,india
Tallaburidi,535527,Parvathipuram Manyam,ANDHRA PRADESH,india
Buduruwada,535527,Parvathipuram Manyam,ANDHRA PRADESH,india
Gochekka,535527,Parvathipuram Manyam,ANDHRA PRADESH,india
Gijaba,535525,Parvathipuram Manyam,ANDHRA PRADESH,india
Ankavaram,535594,Parvathipuram Manyam,ANDHRA PRADESH,india
Pedabuddidi,535525,Parvathipuram Manyam,ANDHRA PRADESH,india
Pedarama,532443,Parvathipuram Manyam,ANDHRA PRADESH,india
Manda,532443,Parvathipuram Manyam,ANDHRA PRADESH,india
Kottisa,532461,SRIKAKULAM,ANDHRA PRADESH,india
Rushingi,532461,SRIKAKULAM,ANDHRA PRADESH,india
Chidimi,532460,Parvathipuram Manyam,ANDHRA PRADESH,india
Chittapudivalasa,532460,Parvathipuram Manyam,ANDHRA PRADESH,india
Gumada,532460,Parvathipuram Manyam,ANDHRA PRADESH,india
Kathulakaviti,532460,Parvathipuram Manyam,ANDHRA PRADESH,india
Mokhasarajapuram,532460,Parvathipuram Manyam,ANDHRA PRADESH,india
Samarelli,532460,Parvathipuram Manyam,ANDHRA PRADESH,india
Tudi,532460,Parvathipuram Manyam,ANDHRA PRADESH,india
CHALIVENDRI,532460,SRIKAKULAM,ANDHRA PRADESH,india
NADUKURU,532460,SRIKAKULAM,ANDHRA PRADESH,india
Butchampeta,533292,EAST GODAVARI,ANDHRA PRADESH,india
SEETHARAMPURAM,533297,EAST GODAVARI,ANDHRA PRADESH,india
Doramamidi,533284,Alluri Sitharama Raju,ANDHRA PRADESH,india
Mallampudi,533296,EAST GODAVARI,ANDHRA PRADESH,india
Baduguvanilanka,533126,Konaseema,ANDHRA PRADESH,india
Burrilanka,533126,EAST GODAVARI,ANDHRA PRADESH,india
Gadala,533102,EAST GODAVARI,ANDHRA PRADESH,india
Kolamuru,533102,EAST GODAVARI,ANDHRA PRADESH,india
Nidigatla,533353,EAST GODAVARI,ANDHRA PRADESH,india
NAGAMPALLI,533290,EAST GODAVARI,ANDHRA PRADESH,india
Ijjaluru,533295,Alluri Sitharama Raju,ANDHRA PRADESH,india
Potlavada,533295,Alluri Sitharama Raju,ANDHRA PRADESH,india
Ilakolanu,533294,EAST GODAVARI,ANDHRA PRADESH,india
Marriwada,533288,Alluri Sitharama Raju,ANDHRA PRADESH,india
Seethapalli,533288,Alluri Sitharama Raju,ANDHRA PRADESH,india
D.Velamakota,533288,Alluri Sitharama Raju,ANDHRA PRADESH,india
Geddada,533288,Alluri Sitharama Raju,ANDHRA PRADESH,india
Palem,533288,EAST GODAVARI,ANDHRA PRADESH,india
Muggulla,533287,EAST GODAVARI,ANDHRA PRADESH,india
APHB Colony,533106,EAST GODAVARI,ANDHRA PRADESH,india
Katavaram,533293,EAST GODAVARI,ANDHRA PRADESH,india
ABHICHERLA.,533350,Alluri Sitharama Raju,ANDHRA PRADESH,india
TUMMILERU.,533349,Alluri Sitharama Raju,ANDHRA PRADESH,india
Vemularai,533347,Alluri Sitharama Raju,ANDHRA PRADESH,india
Mulastanam,533233,Konaseema,ANDHRA PRADESH,india
Teki,533307,Konaseema,ANDHRA PRADESH,india
Singampalli,533343,EAST GODAVARI,ANDHRA PRADESH,india
Balabhadrapuram,533343,EAST GODAVARI,ANDHRA PRADESH,india
Pulagurtha,533261,EAST GODAVARI,ANDHRA PRADESH,india
Modukuru,533232,Konaseema,ANDHRA PRADESH,india
Penikeru,533232,Konaseema,ANDHRA PRADESH,india
Kudupuru,533263,Konaseema,ANDHRA PRADESH,india
Vegayampeta,533262,Konaseema,ANDHRA PRADESH,india
Penumalla,533262,Kakinada,ANDHRA PRADESH,india
Korumilli,533309,Konaseema,ANDHRA PRADESH,india
Nelaturu,533308,Konaseema,ANDHRA PRADESH,india
Panangipalli,533305,Konaseema,ANDHRA PRADESH,india
Konkuduru,533345,EAST GODAVARI,ANDHRA PRADESH,india
Arikarevula,533256,EAST GODAVARI,ANDHRA PRADESH,india
Vella,533256,Konaseema,ANDHRA PRADESH,india
Lolla,533346,Konaseema,ANDHRA PRADESH,india
Peketipakalu,533340,Konaseema,ANDHRA PRADESH,india
Seethanagaram,533234,Konaseema,ANDHRA PRADESH,india
Singidi,532456,Parvathipuram Manyam,ANDHRA PRADESH,india
Togiri,532427,SRIKAKULAM,ANDHRA PRADESH,india
Guttavilli,532445,SRIKAKULAM,ANDHRA PRADESH,india
Gudem,532484,SRIKAKULAM,ANDHRA PRADESH,india
Modallavalasa,532484,SRIKAKULAM,ANDHRA PRADESH,india
Tulagam,532459,SRIKAKULAM,ANDHRA PRADESH,india
Challavanipeta,532432,SRIKAKULAM,ANDHRA PRADESH,india
KOMMANAPALLI,532214,SRIKAKULAM,ANDHRA PRADESH,india
Parapuram,532455,SRIKAKULAM,ANDHRA PRADESH,india
Peddadimili,532455,Parvathipuram Manyam,ANDHRA PRADESH,india
Somagandi,532455,Parvathipuram Manyam,ANDHRA PRADESH,india
Chintalabadavanja,532458,SRIKAKULAM,ANDHRA PRADESH,india
Yeragam,532458,SRIKAKULAM,ANDHRA PRADESH,india
Mulasavalapuram,532458,SRIKAKULAM,ANDHRA PRADESH,india
Idulavalasa,532421,SRIKAKULAM,ANDHRA PRADESH,india
Kambakaya,532421,SRIKAKULAM,ANDHRA PRADESH,india
Satyavaram,532421,SRIKAKULAM,ANDHRA PRADESH,india
Pothayyavalasa,532421,SRIKAKULAM,ANDHRA PRADESH,india
Kadumu,532457,SRIKAKULAM,ANDHRA PRADESH,india
Labara,532213,SRIKAKULAM,ANDHRA PRADESH,india
Peddamallipuram,532213,SRIKAKULAM,ANDHRA PRADESH,india
R.L.Puram,532213,SRIKAKULAM,ANDHRA PRADESH,india
Challayyavalasa,532429,SRIKAKULAM,ANDHRA PRADESH,india
Dola,532429,SRIKAKULAM,ANDHRA PRADESH,india
Harischandrapuram,532430,SRIKAKULAM,ANDHRA PRADESH,india
Rahimanpuram,532430,SRIKAKULAM,ANDHRA PRADESH,india
Susaram,532430,SRIKAKULAM,ANDHRA PRADESH,india
Rana,532474,SRIKAKULAM,ANDHRA PRADESH,india
Andhavaram,532425,SRIKAKULAM,ANDHRA PRADESH,india
Kasimivalasa,532187,SRIKAKULAM,ANDHRA PRADESH,india
Korlakota,532186,SRIKAKULAM,ANDHRA PRADESH,india
Peddapadu,532401,SRIKAKULAM,ANDHRA PRADESH,india
Sanivada,532401,SRIKAKULAM,ANDHRA PRADESH,india
Dharmavaram,532408,SRIKAKULAM,ANDHRA PRADESH,india
Gollalapalem,532407,VIZIANAGARAM,ANDHRA PRADESH,india
Jeerupalem,532407,SRIKAKULAM,ANDHRA PRADESH,india
Kotapalem,532407,SRIKAKULAM,ANDHRA PRADESH,india
Bejjipuram,532403,SRIKAKULAM,ANDHRA PRADESH,india
Lakshmipuram,532403,SRIKAKULAM,ANDHRA PRADESH,india
Chittarapuram,532167,SRIKAKULAM,ANDHRA PRADESH,india
Devaravalasa,532168,SRIKAKULAM,ANDHRA PRADESH,india
Mirtivalasa,532167,SRIKAKULAM,ANDHRA PRADESH,india
Siripuram,532167,SRIKAKULAM,ANDHRA PRADESH,india
Tamaram,532167,SRIKAKULAM,ANDHRA PRADESH,india
Maruvada,532409,SRIKAKULAM,ANDHRA PRADESH,india
Bomminaiduvalasa,532127,SRIKAKULAM,ANDHRA PRADESH,india
Korallavalasa,532127,SRIKAKULAM,ANDHRA PRADESH,india
Marrivalasa,532127,VIZIANAGARAM,ANDHRA PRADESH,india
Penubaka,532127,SRIKAKULAM,ANDHRA PRADESH,india
Sathamvalasa,532127,VIZIANAGARAM,ANDHRA PRADESH,india
Gopalapuram,532127,SRIKAKULAM,ANDHRA PRADESH,india
Kanimetta,532402,SRIKAKULAM,ANDHRA PRADESH,india
Tholapi,532402,SRIKAKULAM,ANDHRA PRADESH,india
Sundarada,532122,VIZIANAGARAM,ANDHRA PRADESH,india
Chowkipeta,532264,SRIKAKULAM,ANDHRA PRADESH,india
Mamidipalli,532264,SRIKAKULAM,ANDHRA PRADESH,india
Potrakonda,532264,SRIKAKULAM,ANDHRA PRADESH,india
Yerramukkam,532263,SRIKAKULAM,ANDHRA PRADESH,india
Kothagraharam,532220,SRIKAKULAM,ANDHRA PRADESH,india
Tekkalipatnam,532220,SRIKAKULAM,ANDHRA PRADESH,india
Sekharapuram,532216,SRIKAKULAM,ANDHRA PRADESH,india
Ganguvada,532243,SRIKAKULAM,ANDHRA PRADESH,india
Arakabhadra,532312,SRIKAKULAM,ANDHRA PRADESH,india
Burjapadu,532312,SRIKAKULAM,ANDHRA PRADESH,india
Koligam,532312,SRIKAKULAM,ANDHRA PRADESH,india
Loddaputti,532312,SRIKAKULAM,ANDHRA PRADESH,india
Belagam,532290,SRIKAKULAM,ANDHRA PRADESH,india
Jhadupudi,532290,SRIKAKULAM,ANDHRA PRADESH,india
Anthrakudda,532222,SRIKAKULAM,ANDHRA PRADESH,india
Chinabadam,532222,SRIKAKULAM,ANDHRA PRADESH,india
Silagam,532322,SRIKAKULAM,ANDHRA PRADESH,india
Danta,532195,SRIKAKULAM,ANDHRA PRADESH,india
Elamanchili,532195,SRIKAKULAM,ANDHRA PRADESH,india
Gangaram,532195,SRIKAKULAM,ANDHRA PRADESH,india
Kotabomma R.S.,532195,SRIKAKULAM,ANDHRA PRADESH,india
Pattupuram,532195,SRIKAKULAM,ANDHRA PRADESH,india
Kakarapalli,532195,SRIKAKULAM,ANDHRA PRADESH,india
Cheepi,532242,SRIKAKULAM,ANDHRA PRADESH,india
Gudarurajamanipuram,532242,SRIKAKULAM,ANDHRA PRADESH,india
Sondipudi,532242,SRIKAKULAM,ANDHRA PRADESH,india
Talatampara,532292,SRIKAKULAM,ANDHRA PRADESH,india
Pedapadmapuram,532215,SRIKAKULAM,ANDHRA PRADESH,india
Vasundhara,532215,SRIKAKULAM,ANDHRA PRADESH,india
Venkatapuram,532215,SRIKAKULAM,ANDHRA PRADESH,india
Deenabhandupuram,532215,SRIKAKULAM,ANDHRA PRADESH,india
Dolagovindapuram,532291,SRIKAKULAM,ANDHRA PRADESH,india
Buragam,532212,SRIKAKULAM,ANDHRA PRADESH,india
Dimilada,532212,SRIKAKULAM,ANDHRA PRADESH,india
Jandapeta,532212,SRIKAKULAM,ANDHRA PRADESH,india
Ravivalasa,532212,SRIKAKULAM,ANDHRA PRADESH,india
Devanaltada,532211,SRIKAKULAM,ANDHRA PRADESH,india
Kothalingudu,532211,SRIKAKULAM,ANDHRA PRADESH,india
Marripadu,532211,SRIKAKULAM,ANDHRA PRADESH,india
Mulapeta,532211,SRIKAKULAM,ANDHRA PRADESH,india
Bharanikota,532221,SRIKAKULAM,ANDHRA PRADESH,india
Komaraltada,532218,SRIKAKULAM,ANDHRA PRADESH,india
Jalantrakota,532284,SRIKAKULAM,ANDHRA PRADESH,india
Chakipalli,532203,SRIKAKULAM,ANDHRA PRADESH,india
Dimidijola,532204,SRIKAKULAM,ANDHRA PRADESH,india
Kommusariapalli,532203,SRIKAKULAM,ANDHRA PRADESH,india
Temburu,532203,SRIKAKULAM,ANDHRA PRADESH,india
NARSIPURAM,532204,SRIKAKULAM,ANDHRA PRADESH,india
Baddumarri,532203,SRIKAKULAM,ANDHRA PRADESH,india
Bannuvada,532203,SRIKAKULAM,ANDHRA PRADESH,india
Pedagadili,530040,VISAKHAPATANAM,ANDHRA PRADESH,india
Tunglam,530012,VISAKHAPATANAM,ANDHRA PRADESH,india
Mindi,530012,VISAKHAPATANAM,ANDHRA PRADESH,india
Boyapalem,531163,VISAKHAPATANAM,ANDHRA PRADESH,india
J.V.Agraharam,531163,VISAKHAPATANAM,ANDHRA PRADESH,india
Nerellavalasa,531163,VISAKHAPATANAM,ANDHRA PRADESH,india
Vellanki,531163,VISAKHAPATANAM,ANDHRA PRADESH,india
Vemulavalasa,530052,VISAKHAPATANAM,ANDHRA PRADESH,india
Boni,531162,VISAKHAPATANAM,ANDHRA PRADESH,india
Korada,531162,VISAKHAPATANAM,ANDHRA PRADESH,india
Dibbapalem,530044,VISAKHAPATANAM,ANDHRA PRADESH,india
Saripalli,531173,VISAKHAPATANAM,ANDHRA PRADESH,india
Gurrampalem,531173,VISAKHAPATANAM,ANDHRA PRADESH,india
Potnuru,531219,VISAKHAPATANAM,ANDHRA PRADESH,india
Islampeta,530031,VISAKHAPATANAM,ANDHRA PRADESH,india
Nidigattu,535240,VIZIANAGARAM,ANDHRA PRADESH,india
Bheemali,535240,VIZIANAGARAM,ANDHRA PRADESH,india
Katakapalli,535240,VIZIANAGARAM,ANDHRA PRADESH,india
D TALLAVALASA,535005,VISAKHAPATANAM,ANDHRA PRADESH,india
Gantlam,535216,VIZIANAGARAM,ANDHRA PRADESH,india
RAMACHANDRAPETA,535216,VIZIANAGARAM,ANDHRA PRADESH,india
B.Rajeru,535260,VIZIANAGARAM,ANDHRA PRADESH,india
Garudabilli,535260,VIZIANAGARAM,ANDHRA PRADESH,india
Jayathi,535581,VIZIANAGARAM,ANDHRA PRADESH,india
Pinathadivada,535006,VIZIANAGARAM,ANDHRA PRADESH,india
Talari,535148,VIZIANAGARAM,ANDHRA PRADESH,india
Konisa,535270,VIZIANAGARAM,ANDHRA PRADESH,india
Logisa,535270,VIZIANAGARAM,ANDHRA PRADESH,india
Madhupada,535270,VIZIANAGARAM,ANDHRA PRADESH,india
Pathabaggam,535270,VIZIANAGARAM,ANDHRA PRADESH,india
Kenguva,535270,VIZIANAGARAM,ANDHRA PRADESH,india
Pedakada,535270,VIZIANAGARAM,ANDHRA PRADESH,india
Budathanapalli,535215,VIZIANAGARAM,ANDHRA PRADESH,india
Penasam,535215,VIZIANAGARAM,ANDHRA PRADESH,india
Ramavaram,535215,VIZIANAGARAM,ANDHRA PRADESH,india
Siripuram,535215,VIZIANAGARAM,ANDHRA PRADESH,india
Chinatada,535250,VISAKHAPATANAM,ANDHRA PRADESH,india
Pavada,535250,VISAKHAPATANAM,ANDHRA PRADESH,india
Pakirkitthali,535220,VIZIANAGARAM,ANDHRA PRADESH,india
Bhaligattam,535183,VIZIANAGARAM,ANDHRA PRADESH,india
Dasulapalem,535161,VIZIANAGARAM,ANDHRA PRADESH,india
Lingampeta,535161,VIZIANAGARAM,ANDHRA PRADESH,india
G T Peta,535273,VIZIANAGARAM,ANDHRA PRADESH,india
Damarasingi,535217,VIZIANAGARAM,ANDHRA PRADESH,india
CHANDRAMPETA,535217,VIZIANAGARAM,ANDHRA PRADESH,india
Godiyada,535221,VIZIANAGARAM,ANDHRA PRADESH,india
Kompangi,535580,VIZIANAGARAM,ANDHRA PRADESH,india
Kg Pathasala,535204,VIZIANAGARAM,ANDHRA PRADESH,india
Challavanithota,535204,VIZIANAGARAM,ANDHRA PRADESH,india
Boppadam,535218,VIZIANAGARAM,ANDHRA PRADESH,india
A T Agraharam,535218,VIZIANAGARAM,ANDHRA PRADESH,india
Kasipatnam,535145,VISAKHAPATANAM,ANDHRA PRADESH,india
Pedabidda,535145,VISAKHAPATANAM,ANDHRA PRADESH,india
Y S R Puram,535145,VISAKHAPATANAM,ANDHRA PRADESH,india
Banadi,535281,VIZIANAGARAM,ANDHRA PRADESH,india
Kanapaka,535003,VIZIANAGARAM,ANDHRA PRADESH,india
Nelivada,535003,VIZIANAGARAM,ANDHRA PRADESH,india
Gotlam,535003,VIZIANAGARAM,ANDHRA PRADESH,india
Gunkalam,535003,VIZIANAGARAM,ANDHRA PRADESH,india
Kondakarakam,535003,VIZIANAGARAM,ANDHRA PRADESH,india
Thotapalem,535003,VIZIANAGARAM,ANDHRA PRADESH,india
Nagulapalli,531002,VISAKHAPATANAM,ANDHRA PRADESH,india
Gopalapuram,531002,VISAKHAPATANAM,ANDHRA PRADESH,india
Tenneru,521260,KRISHNA,ANDHRA PRADESH,india
Vempadu,521260,Eluru,ANDHRA PRADESH,india
Kadavakallu,515445,ANANTAPUR,ANDHRA PRADESH,india
Kamarupalli,515751,ANANTAPUR,ANDHRA PRADESH,india
